sample_date,approved_site_name,latitude,longitude,location_filter,disease_present,pisaster_ochraceus,pycnopodia_helianthoides,pisaster_giganteus,pisaster_brevispinus,evasterias,patiria,strongylocentrotus_purpuratus,species_no_disease_evident,species_disease_evident,name,affiliation,add_to_map
2019-08-04,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Alexis Necarsulmer,MARINe (UCSC),yes
2020-03-07,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Alexis Necarsulmer,MARINe (UCSC),yes
2013-11-04,Point Sierra Nevada,35.7288309,-121.31842,intertidal,yes,yes,yes,species not observed,species not observed,species not observed,no,species not observed,Leptasterias spp,NONE (no additional sea stars observed showing disease symptoms),,MARINe (UCSC),yes
2014-04-17,Point Sierra Nevada,35.7288309,-121.31842,intertidal,high,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp.,NONE (no additional sea stars observed showing disease symptoms),,MARINe (UCSC),yes
2014-11-22,Point Sierra Nevada,35.7288309,-121.31842,intertidal,high,no,species not observed,species not observed,species not observed,species not observed,yes,species not observed,Leptasterias spp.; ,NONE (no additional sea stars observed showing disease symptoms); ,Laura Anderson,MARINe (UCSC),yes
2015-04-20,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Redfield,MARINe (UCSC),yes
2015-10-27,Point Sierra Nevada,35.7288309,-121.31842,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Laura Anderson,MARINe (UCSC),yes
2016-04-10,Point Sierra Nevada,35.7288309,-121.31842,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,no,Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Redfield,MARINe (UCSC),yes
2016-10-17,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Douglas,MARINe (UCSC),yes
2016-12-13,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,no,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Laura Anderson,MARINe (UCSC),yes
2017-02-08,Point Sierra Nevada,35.7288309,-121.31842,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,no,species not observed,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Douglas,MARINe (UCSC),yes
2017-11-05,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp,NONE,,MARINe (UCSC),yes
2018-11-24,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2019-01-04,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Melissa Douglas,MARINe (UCSC),yes
2019-03-03,Point Sierra Nevada,35.7288309,-121.31842,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,yes,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Karah Ammann,MARINe (UCSC),yes
2019-07-04,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Nina Evans,MARINe (UCSC),yes
2019-08-31,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Mirella Cortez,MARINe (UCSC),yes
2019-09-29,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Mirella Cortez,MARINe (UCSC),yes
2019-10-29,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp,NONE,NULL,MARINe (UCSC),yes
2019-12-13,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Alexis Necarsulmer,MARINe (UCSC),yes
2020-05-09,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,no,no,Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Mirella Cortez,MARINe (UCSC),yes
2020-10-18,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2021-11-06,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2022-12-07,Point Sierra Nevada,35.7288309,-121.31842,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp,NONE,NULL,MARINe,yes
2014-02-13,Point Vicente,33.7410142,-118.40947,intertidal,high,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),,MARINe (UCSC),yes
2015-01-20,Point Vicente,33.7410142,-118.40947,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2015-04-13,Point Vicente,33.7410142,-118.40947,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,NULL,MARINe (UCSC),yes
2014-07-12,Point White,47.59953,-122.57736,other,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Julie Leung,Bainbridge Beach Naturalists,yes
2014-12-22,Point White,47.59953,-122.57736,other,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Julie Leung,,yes
2015-06-15,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Julie Leung,Bainbridge Beach Naturalists,yes
2015-06-16,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Jeff Adams; Julie Leung; Maradel Gale,Bainbridge Beach Naturalists,yes
2016-12-13,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,no,species not observed,species not observed,species not observed,Dermasterias imbricata;,NONE (no additional sea stars observed showing disease symptoms);,Julie Leung,Bainbridge Beach Naturalists,yes
2017-05-27,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Julie Leung,Bainbridge Beach Naturalists,yes
2018-06-16,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Jeff Adams; Julie Leung; Maradel Gale,Bainbridge Beach Naturalists,yes
2020-06-05,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Jeff Adams; Julie Leung; Maradel Gale,Bainbridge Beach Naturalists,yes
2021-12-04,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata,NONE,Jeff Adams; Julie Leung; Maradel Gale,Bainbridge Beach Naturalists,yes
2016-05-10,Point White,47.59953,-122.57736,other,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,Cherry Point Aquatic Reserve,yes
2014-12-21,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Melissa Miner,MARINe (UCSC),yes
2014-12-21,Point Whitehorn County Park,48.883217,-122.78183,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2016-05-10,Point Whitehorn County Park,48.883217,-122.78183,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,Cherry Point Aquatic Reserve,yes
2016-06-16,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2016-06-22,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2017-01-11,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Melissa Miner,MARINe (UCSC),yes
2017-06-22,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Melissa Miner,MARINe (UCSC),yes
2017-12-31,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2018-06-15,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2018-12-24,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2020-04-11,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2020-08-01,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2021-07-21,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Eleanor Hines; Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2022-07-13,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,NONE,Melissa Miner,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2014-05-17,Point Whitehorn County Park,48.883217,-122.78183,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,Henricia spp,Eleanor Hines,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2017-01-12,Point Whitehorn County Park,48.883217,-122.78183,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,Cherry Point Aquatic Reserve,yes
2017-05-27,Point Whitehorn County Park,48.883217,-122.78183,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,Cherry Point Aquatic Reserve,yes
2018-01-30,Point Whitehorn County Park,48.883217,-122.78183,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp,NONE,Eleanor Hines,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2018-06-15,Point Whitehorn County Park,48.883217,-122.78183,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp,NONE,Eleanor Hines,Cherry Point Aquatic Reserve Citizen Stewardship Committee,yes
2019-07-03,Point Whitehorn County Park,48.883217,-122.78183,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Linda Schroeder,,yes
2016-06-04,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,,yes
2019-08-01,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Linda Schroeder,,yes
2020-06-05,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Linda Schroeder,,yes
2016-05-10,Point Whitehorn Big Rock,48.89533,-122.79289,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Ben Miner,Cherry Point Aquatic Reserve,yes
2017-09-08,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2018-03-03,Point Whitney,47.762746,-122.851771,subtidal,no,no,no,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE,Mark Nayer,,yes
2018-03-30,Point Whitney,47.762746,-122.851771,subtidal,no,no,no,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2019-01-04,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2019-05-10,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,no,species not observed,no,yes,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2019-07-26,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,no,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2019-10-18,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,yes,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2020-02-01,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2020-06-17,Point Whitney,47.762746,-122.851771,subtidal,no,no,no,species not observed,no,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2020-06-25,Point Whitney,47.762746,-122.851771,subtidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Wendy Feltham,NULL,yes
2020-08-14,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2020-09-18,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Stylastarias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2020-10-23,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata;,Stylasterias forreri,Mark Nayer,,yes
2020-12-04,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-01-15,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,species not observed,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-02-05,Point Whitney,47.762746,-122.851771,subtidal,no,no,no,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-04-02,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-06-09,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylastarias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-07-21,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-08-11,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,yes,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-09-24,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-10-22,Point Whitney,47.762746,-122.851771,subtidal,yes,species not observed,species not observed,species not observed,yes,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-12-09,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-01-21,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylasterias forrerei,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-02-25,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,no,no,species not observed,species not observed,Stylastaris forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-04-01,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-06-08,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-07-26,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-10-13,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-10-18,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2022-11-23,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2023-03-08,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Henricia spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2023-03-22,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,no,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2023-05-10,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,no,species not observed,species not observed,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2023-07-18,Point Whitney,47.762746,-122.851771,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,NULL,yes
2021-04-30,Point Whitney,47.762746,-122.851771,subtidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2015-10-10,Polk Inlet,55.409563,-132.47626,subtidal,yes,species not observed,yes,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Stephanie Jurries,,yes
2014-02-27,Popham Gap Reef,49.3644694,-123.48904,subtidal,yes,species not observed,species not observed,species not observed,yes,species not observed,species not observed,species not observed,NONE,NONE,NULL,Vancouver Aquarium,yes
2014-03-18,Popham Gap Reef,49.3644694,-123.48904,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Mediaster aequalis,NONE,NULL,Vancouver Aquarium,yes
2013-09-19,Popham Isthmus,49.35783,-123.48307,subtidal,yes,species not observed,yes,species not observed,yes,no,species not observed,species not observed,Orthasterias koehleri; Solaster spp,NONE,NULL,Vancouver Aquarium,yes
2013-10-17,Popham Isthmus,49.35783,-123.48307,subtidal,yes,species not observed,species not observed,species not observed,yes,species not observed,species not observed,species not observed,Pteraster spp,Mediaster aequalis,NULL,Vancouver Aquarium,yes
2014-03-18,Popham Isthmus,49.35783,-123.48307,subtidal,yes,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,Stylasterias forreri,NONE,NULL,Vancouver Aquarium,yes
2014-01-03,Porlier Pass,49.0146333,-123.58946,other,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE,Mediaster aequalis; unknown sea star,Peter Luckham,,yes
2014-04-15,Port Alberni,48.9687222,-125.02682,other,yes,species not observed,yes,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata,NONE,Kathy Johnson,Rendezvous Diving,yes
2015-07-09,Port Althorp,58.119343,-136.29798,subtidal,yes,species not observed,yes,species not observed,species not observed,species not observed,no,no,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Ashley Knight,Lindblad National Geographic Expeditions,yes
2014-01-02,Port Angeles City Pier,48.1207,-123.4283,intertidal,yes,yes,no,species not observed,species not observed,no,species not observed,species not observed,Leptasterias spp.,NONE (no additional sea stars observed showing disease symptoms),Melissa Miner,MARINe (UCSC),yes
2015-06-19,Port Beauclerc; Kuiu Island,56.311776,-133.99056,subtidal,yes,species not observed,yes,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Jim Baichtal,USFS Geologist Tongass National Forest,yes
2014-05-28,Port Fidalgo,60.86296,-146.23009,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata,NONE (no additional sea stars observed showing disease symptoms),Tom Dean; Mandy Lindeberg,Gulf Watch Alaska,yes
2016-01-13,Port Gardner,47.982486,-122.25517,subtidal,no,species not observed,no,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Michael Kyte,,yes
2015-05-04,Port Graham; Kachemak Bay,59.373333,-151.89417,intertidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.; Leptasterias spp.; Orthasterias koehleri; Solaster spp.;,NONE (no additional sea stars observed showing disease symptoms);,Brenda Konar,Univeristy of Alaska Fairbanks,yes
2014-07-24,Port Graves Bay,49.453417,-123.36267,subtidal,yes,species not observed,yes,species not observed,no,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Mediaster aequalis; Orthasterias koehleri; Pteraster spp,NONE,NULL,Vancouver Aquarium,yes
2014-07-31,Port Graves Bay,49.453417,-123.36267,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Mediaster aequalis; Orthasterias koehleri; Pteraster spp,NONE,NULL,Vancouver Aquarium,yes
2014-08-26,Port Graves Bay,49.453417,-123.36267,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,Crossaster papposus; Dermasterias imbricata; Henricia spp; Orthasterias koehleri; Solaster spp; Stylasterias forreri,Mediaster aequalis,NULL,Vancouver Aquarium,yes
2014-09-02,Port Graves Bay,49.453417,-123.36267,subtidal,yes,species not observed,yes,species not observed,species not observed,no,species not observed,species not observed,Dermasterias imbricata; Henricia spp; Orthasterias koehleri; Pteraster spp; Solaster spp,Mediaster aequalis,NULL,Vancouver Aquarium,yes
